id,theme_id,category_id,start_m,investments_m,crowdfunding_m,team_idx,tech_idx,comp_idx,social_idx,demand_idx
28,12,11,789716,6122428,1443841,4.0,3.4,9.1,3.0,1.2
29,10,2,777359,972443,1225535,2.2,4.7,2.8,9.8,8.5
30,10,7,890985,3265795,2851414,4.2,6.1,3.9,5.5,4.9
31,11,6,716855,4391020,3035924,1.6,7.4,1.1,8.1,2.7
32,16,12,705163,2527437,4262572,8.7,10.0,5.9,1.3,5.7
33,16,8,928215,2231389,714743,3.3,8.6,5.0,7.3,2.1
34,13,10,711242,9609262,4599092,5.3,2.1,8.8,9.1,8.3
35,13,12,501633,7923134,2162249,5.3,3.4,5.0,2.5,1.3
36,3,6,684837,5641062,891408,9.2,7.2,1.5,3.8,4.7
37,11,12,348902,3869185,1864776,5.5,2.5,6.0,5.3,8.0
38,3,11,936554,3534578,2896037,9.7,5.9,9.2,9.8,3.3
39,6,2,454158,6225216,2101758,9.4,2.5,1.5,5.6,8.6
40,6,7,304712,1039578,3895566,1.4,7.3,2.8,4.3,6.4
41,10,8,632454,681314,3885911,2.7,5.4,6.8,9.0,3.5
42,11,13,259740,8440793,2329904,1.1,3.6,7.3,8.1,8.7
43,16,7,546508,3152096,473810,6.4,1.5,3.4,5.6,4.0
44,10,9,381850,7664120,205320,7.3,1.0,6.9,8.2,9.6
45,1,10,334296,2465293,1857311,5.9,8.7,2.1,1.4,7.8
46,4,14,425033,9917277,3610275,3.3,7.1,5.6,1.4,8.9
47,1,11,638847,6021384,659820,8.4,1.3,7.2,6.1,6.2
48,4,8,306165,680009,3093941,3.5,7.5,2.1,6.7,5.9
49,14,4,878556,2150365,4516328,4.3,3.6,5.6,2.0,1.6
50,1,8,552298,5132274,2713533,3.8,2.3,9.7,9.9,2.9
51,15,2,164516,9235420,198712,5.1,9.6,7.0,2.3,9.3
52,11,16,802839,8453892,4973379,6.8,8.2,8.5,8.7,9.8
53,14,10,215646,6441240,4030075,7.9,9.5,1.6,7.6,2.8
54,9,14,265008,9476781,1548140,1.9,8.8,3.1,5.0,2.6
55,13,14,340113,2277123,472362,1.3,8.0,8.6,6.2,9.6
56,10,13,179173,1086941,4101432,6.3,6.3,10.0,7.9,4.8
57,15,15,419966,4307654,2686630,5.3,4.7,9.8,7.5,7.3
58,12,10,458710,1587004,1551489,3.8,4.2,8.4,6.5,2.9
59,15,2,792269,9689074,3223426,9.4,8.8,3.7,5.0,9.1
60,6,15,545855,4276274,3610117,2.2,5.4,1.0,4.8,7.5
61,3,16,192660,7967104,3443440,8.6,3.7,9.5,7.6,10.0
62,14,16,974712,5815584,829628,3.1,1.0,1.8,8.7,3.6
63,13,1,321318,6726358,1789019,3.3,5.7,6.1,2.5,3.7
64,16,13,393905,2747421,2603774,9.5,7.2,4.2,9.2,9.6
65,8,1,329655,4572660,3008472,3.6,1.0,3.6,3.4,6.5
66,7,10,595206,3810817,3759140,5.5,8.2,8.5,5.1,9.9
67,9,6,710676,8713687,2652192,6.1,5.2,4.3,7.2,4.2
68,16,15,111591,3247025,222883,9.1,9.9,9.0,5.5,9.4
69,14,2,282704,5781181,4527321,3.8,5.9,3.1,7.0,4.7
70,13,13,995500,5590418,2532186,3.5,9.2,7.2,1.9,7.8
71,12,14,861383,6739946,1488203,4.8,6.7,4.7,6.6,9.8
72,4,16,860751,5196738,2724557,2.2,6.1,2.9,8.8,1.4
73,3,8,356188,7649566,3006681,7.2,1.1,9.0,6.5,3.3
74,11,1,601114,9239134,440223,6.5,4.9,1.9,7.9,4.7
75,4,10,212027,5155648,2087341,3.3,2.6,9.5,9.3,7.2
76,13,10,823235,1577928,3242799,2.4,7.7,8.4,8.3,8.6
77,4,11,812124,9618491,1102592,8.3,5.4,6.9,1.4,2.1
78,2,8,573063,8360563,1550206,8.1,3.9,2.7,9.9,2.1
79,10,6,291619,6148662,3710462,9.8,3.9,6.0,9.5,5.1
80,6,14,367831,4468521,3655710,1.5,2.9,7.0,8.3,8.0
81,3,4,778652,9563119,1089579,4.2,6.1,2.9,3.4,9.3
82,4,10,941646,9718701,2700652,1.4,7.8,3.5,5.4,9.3
83,11,7,693279,6255118,568806,8.0,8.8,2.4,9.4,2.9
84,5,1,134435,4918083,4299385,5.1,6.4,5.6,6.6,3.4
85,12,16,269167,4464827,2927745,4.5,4.0,6.1,6.8,9.9
86,10,9,717070,4320619,2135574,3.2,7.4,3.4,9.1,3.5
87,10,11,503438,4459709,4484477,5.5,2.2,4.4,1.5,5.7
88,10,16,586401,7867729,3246586,6.2,7.6,8.5,1.4,7.2
89,16,16,461975,4689882,2571407,4.6,2.7,8.2,7.1,9.6
90,4,5,676513,8974139,303813,3.5,3.4,5.9,7.3,1.6
91,14,15,624844,6108544,2626778,5.3,9.8,7.4,8.9,9.4
92,8,14,511061,7656155,4814250,4.0,7.0,9.2,1.7,2.3
93,10,5,582891,8052898,3138409,9.6,4.2,9.6,3.6,7.2
94,9,3,587651,4806915,499877,2.5,8.6,3.4,9.1,3.5
95,13,8,105269,1445770,1378215,1.7,4.2,4.8,7.7,3.2
96,5,5,904652,1143977,2840641,7.5,9.7,8.5,9.4,9.2
97,11,8,478300,1164854,3224348,2.1,5.5,6.2,2.1,9.4
98,1,4,136720,6621862,2991415,6.9,2.4,3.5,3.1,6.1
99,15,5,627003,895860,2472284,9.7,5.6,4.3,7.8,4.1
100,1,9,438995,9056092,412902,2.3,7.5,8.6,5.7,4.8
101,10,12,703610,3853728,4962255,4.6,6.7,4.4,6.1,3.2
102,10,4,461055,7238365,488583,1.0,3.2,5.0,9.8,9.5
103,12,9,874403,8403083,836703,2.4,5.6,4.7,8.9,2.6
104,8,4,328470,5302399,3639886,3.1,4.4,1.7,2.6,7.4
105,7,2,585508,8279838,1678089,6.8,8.3,7.3,1.7,3.8
106,3,9,103959,973119,2876407,3.1,6.8,4.6,8.7,5.6
107,15,1,789366,5783469,4766564,7.6,8.8,6.2,5.1,2.4
108,7,14,345906,1166880,726199,4.3,7.2,3.3,9.1,2.5
109,2,16,888531,1604656,832583,7.3,3.2,3.2,9.2,6.9
110,5,14,166763,9748296,3607805,6.6,1.2,2.6,1.7,7.9
111,16,15,398310,1735191,1093042,9.8,8.0,8.8,2.1,9.9
112,3,15,789677,8689887,4047130,8.8,2.6,6.7,3.9,9.2
113,4,8,301971,2070042,4813964,8.9,1.4,3.3,7.9,2.6
114,15,5,132361,5273073,1807853,4.6,1.3,4.8,1.1,3.5
115,8,14,943146,3412330,3058577,6.7,6.9,9.9,7.8,3.6
116,5,7,882847,4299217,4240994,6.7,9.4,3.3,2.2,8.7
117,2,2,349355,2514756,4471842,3.1,6.5,6.7,3.5,7.0
118,5,13,362766,8750417,4979884,1.4,4.7,7.5,8.0,4.4
119,10,4,166144,1955415,3793086,2.5,1.7,5.7,2.7,8.9
120,3,1,370313,861063,4292728,5.0,6.3,7.7,8.7,9.8
121,3,11,826951,1067109,1519268,1.2,5.0,4.8,6.3,1.7
122,4,7,213546,7347027,1347177,6.5,8.1,10.0,4.6,2.8
123,8,7,414263,5427424,2426277,6.1,5.1,2.3,5.5,3.0
124,6,7,502499,9343686,2891055,6.3,3.4,4.7,9.6,5.2
125,5,11,285820,1485574,2934702,5.6,8.8,6.7,3.5,4.1
126,5,9,482622,4091812,602987,7.8,3.7,4.6,6.9,5.4
127,2,9,310633,5009462,4297573,5.8,4.2,8.9,9.1,2.5
128,11,5,886018,5254937,2099366,6.7,2.9,3.6,8.8,8.7
129,13,15,639836,4543980,4469959,8.4,9.7,2.7,4.6,9.3
130,3,8,127936,5780011,2890761,2.5,6.4,4.6,5.1,7.7
131,6,13,522506,5683534,103925,3.0,5.0,2.7,8.4,2.7
132,12,7,703251,7375311,2261173,5.2,9.6,8.8,1.2,6.9
133,2,10,701585,1501008,328313,3.7,3.1,4.6,5.5,4.1
134,8,3,170630,2255986,3146783,4.7,3.6,2.5,2.2,6.1
135,4,4,853250,1821911,3435903,8.2,8.0,8.9,5.3,5.8
136,4,11,794278,2095596,3854616,4.2,6.2,6.6,4.4,5.9
137,10,15,312839,6161476,3040417,3.0,6.2,7.1,4.4,3.3
138,3,12,931811,912655,2310896,9.4,7.5,3.1,8.1,3.7
139,7,7,452241,1996768,1352575,6.7,8.5,6.4,3.7,9.5
140,15,6,840119,9820460,286970,5.3,8.0,1.4,7.7,6.1
141,7,1,347070,4057083,2855704,1.6,1.6,5.4,2.7,3.9
142,9,4,182426,9227445,255767,7.1,2.0,10.0,9.6,4.7
143,5,14,126100,7793871,2107775,8.7,7.3,6.0,8.1,2.5
144,15,8,689497,2818882,3883085,5.2,6.9,4.7,7.5,6.0
145,14,8,593237,1301461,3873034,1.9,5.8,5.3,7.6,7.1
146,2,2,748432,3787671,1168521,1.7,2.6,9.7,8.2,2.2
147,11,14,832358,516136,2779800,6.0,2.0,7.1,7.2,6.5
148,9,11,707891,5295716,2615522,5.1,1.1,5.0,2.4,7.2
149,12,16,610503,4155099,2348986,1.5,4.1,9.6,3.8,6.9
150,14,12,159374,1939925,4288363,1.1,1.2,6.7,4.8,3.3
151,7,5,923427,3869436,579664,1.5,7.1,9.1,1.6,6.5
152,2,1,963892,9505637,1450963,6.0,3.1,2.6,5.9,6.7
153,5,3,604596,9770048,1500346,7.9,3.3,4.2,1.6,2.1
154,14,2,460044,5449352,807960,4.4,5.4,8.0,3.5,1.3
155,9,13,836919,6165505,3300322,6.4,2.5,1.4,9.0,4.0
156,1,1,245942,869710,484921,4.9,2.7,4.5,4.9,9.8
157,4,10,331548,5343579,2565708,7.5,5.4,9.4,8.5,9.7
158,10,5,778973,8907821,4086111,8.5,8.7,4.7,9.6,9.2
159,5,7,809940,3909254,458833,2.3,7.4,9.7,5.6,8.5
160,12,14,417337,6680106,733847,1.2,6.2,1.6,7.8,5.4
161,14,5,577569,8209046,4696601,7.0,5.8,1.6,2.7,5.9
162,12,3,709790,4136371,1721448,6.0,4.4,7.8,5.3,6.4
163,16,8,211859,4008596,2690539,8.1,8.2,3.2,1.9,8.8
164,9,13,976818,8817354,1921186,2.2,7.1,3.2,4.9,5.1
165,6,9,440469,3650299,2542056,1.1,4.2,8.5,7.1,3.7
166,16,11,134702,8754237,4281601,4.0,9.5,9.2,9.5,2.5
167,5,11,959262,3444683,3975390,7.7,3.0,7.6,4.8,2.7
168,13,14,305821,5596993,3156602,3.3,8.0,5.3,1.0,6.1
169,16,13,661526,2838495,2842414,9.2,8.7,1.1,6.9,2.3
170,13,13,722942,6222934,3948217,4.2,1.5,3.6,1.2,5.1
171,3,4,856865,8605260,4951223,6.6,9.7,1.3,5.8,9.4
172,7,4,658778,6228516,4996465,2.5,2.0,2.8,3.0,7.6
173,13,7,114003,4994133,3406692,5.3,7.8,9.1,6.3,2.7
174,14,15,299084,7719450,4570217,3.3,2.4,6.0,4.7,3.3
175,8,10,303715,6452792,3610392,4.2,2.4,2.7,4.5,2.0
176,11,6,907235,6620623,2164854,8.2,3.2,4.1,3.9,3.8
177,13,12,700498,9574800,598701,3.2,9.0,3.7,4.2,3.7
178,1,11,295369,3087969,4616847,4.1,7.7,6.2,7.6,4.6
179,11,2,601032,4788599,239992,6.3,1.8,6.4,7.3,6.4
180,2,10,445946,1048515,3090147,3.6,9.1,4.3,9.2,6.3
181,14,6,879303,3042335,3008421,2.4,7.2,5.4,3.5,1.7
182,12,16,657858,9238516,1498225,7.1,9.0,4.9,6.9,7.3
183,6,9,306089,2730152,387345,4.1,3.4,5.8,8.5,4.3
184,8,10,686189,9845147,354823,8.2,9.7,7.7,6.6,4.3
185,11,14,596859,8293144,3942494,9.1,9.1,5.2,4.1,4.8
186,12,1,859037,1657305,4558126,6.0,7.3,4.5,2.2,7.7
187,4,8,412600,9950043,3700427,2.5,4.2,8.6,3.3,9.7
188,10,10,356630,3018963,1960497,1.2,1.2,6.1,9.5,7.7
189,15,9,167983,5295152,295989,7.5,8.3,1.7,3.5,9.5
190,12,6,644342,3842867,2008271,1.3,2.8,7.8,1.7,1.2
191,15,8,868980,1370082,3608632,9.4,8.7,7.8,6.5,7.2
192,3,7,952599,9576423,1652842,5.0,4.1,1.3,5.0,5.0
193,14,4,904283,9758845,1066708,2.0,3.7,8.5,2.2,4.7
194,4,7,688472,9474471,2204269,4.9,9.3,9.2,2.9,1.6
195,1,7,283686,4511501,2161497,9.3,7.6,3.4,2.5,9.0
196,11,12,888257,649813,3016381,6.0,7.7,4.7,6.8,5.3
197,12,7,460265,2172004,404182,2.5,9.0,4.1,4.4,9.7
198,6,10,919226,7659673,1368818,1.4,7.5,9.4,2.3,1.4
199,8,1,552246,9072854,4280021,3.7,3.6,5.9,9.6,1.4
200,6,14,879737,4700112,1249645,8.2,5.5,4.0,9.2,7.8
201,5,12,269914,5070651,3666026,6.8,9.0,6.8,5.9,7.3
202,11,3,569644,598532,2881281,8.5,1.6,8.5,1.2,8.9
203,5,12,217907,630076,3930532,7.1,9.2,1.3,6.7,3.9
204,10,10,566392,7922535,274511,4.7,8.1,1.7,2.6,3.7
205,11,7,762491,8399949,902072,4.4,9.0,9.8,5.0,2.0
206,11,15,585960,2244974,2414505,4.9,7.8,7.9,3.8,5.9
207,4,4,514738,911119,2047042,6.5,10.0,8.5,3.5,2.4
208,5,8,821398,1122458,164416,4.1,1.4,9.1,5.3,6.2
209,4,1,598748,9913831,4244603,9.9,6.2,4.9,2.7,4.5
210,16,14,160864,4393999,1729969,8.3,6.5,6.4,6.1,7.3
211,7,14,549914,6599598,994249,5.2,7.3,9.5,5.4,4.5
212,8,12,391218,6863100,2714367,9.1,1.6,4.8,8.3,6.2
213,4,7,704047,3487635,2522732,2.2,2.6,8.1,4.2,8.6
214,5,5,319351,6528066,4522099,1.3,3.3,7.9,9.7,2.7
215,16,6,338105,3464132,1625604,5.1,9.1,2.6,6.5,1.2
216,15,1,441444,1111914,3814943,9.4,4.3,1.0,1.3,6.7
217,1,1,448123,3717418,4689853,3.3,5.0,7.0,1.1,2.0
218,11,10,291608,3070183,2787977,8.9,6.0,7.1,6.4,1.7
219,3,6,807432,6225079,3127971,7.3,9.2,4.0,8.5,2.9
220,5,10,473124,7312162,540581,7.9,3.9,7.1,6.1,4.5
221,9,16,670336,5049195,3063741,9.7,1.3,7.6,7.0,6.9
222,2,16,386223,827438,4062150,5.0,8.8,7.7,4.0,6.5
223,5,3,842330,1680016,672550,2.7,5.7,5.4,6.5,2.9
224,15,13,213502,3784100,4485364,9.1,8.0,1.1,8.5,4.0
225,4,14,653279,952433,337383,5.6,4.3,9.7,8.5,8.4
226,2,7,206997,6947976,2273210,8.3,6.8,5.0,5.3,7.2
227,14,5,716228,896641,3108634,3.8,6.9,6.7,8.3,8.2
228,3,2,683882,3985348,2853568,1.7,1.6,7.2,5.6,1.3
229,15,1,345694,6384631,762487,2.3,6.5,6.7,2.4,9.8
230,14,7,623546,6200849,2135762,8.2,8.3,8.3,4.9,3.8
231,4,12,946108,585180,527270,6.9,4.5,4.5,3.5,7.9
232,10,14,999725,4590860,2389843,4.5,8.7,2.0,4.0,6.7
233,7,16,397847,1893892,904797,6.3,3.2,7.9,1.1,3.5
234,12,7,605181,7435808,1987293,4.2,5.9,7.9,6.4,8.7
235,6,16,793021,2878591,2005074,4.9,2.2,1.3,5.4,4.8
236,8,6,889050,6858080,2094010,8.8,5.6,5.9,2.5,8.0
237,1,5,269741,1721297,3380654,1.1,6.6,9.5,6.9,9.6
238,10,7,370573,4326516,2370353,6.6,9.6,3.4,1.1,1.2
239,7,8,878176,2742484,1323030,2.6,5.7,6.6,3.4,7.4
240,11,7,925725,9403063,2079522,8.4,1.1,5.7,4.7,4.2
241,10,7,622938,9560541,1061557,1.5,7.7,6.2,7.4,7.1
242,15,10,100283,3423588,3906000,1.1,1.9,3.1,2.6,5.8
243,5,1,713952,2015253,3712241,2.9,1.9,5.8,5.8,3.2
244,13,4,973254,5425520,4175555,3.5,8.0,9.5,3.0,6.5
245,3,7,563717,1575259,2855508,1.4,7.6,6.3,3.2,6.9
246,2,12,261974,9370906,4176122,2.1,4.8,2.4,1.2,4.2
247,3,7,576657,4275429,3605554,6.6,6.3,2.8,2.6,4.3
248,11,15,507486,3958597,2086112,4.2,8.3,5.9,3.7,7.3
249,3,9,788258,4435287,2720494,4.3,3.7,2.5,6.2,8.0
250,15,8,856818,2708539,4295299,2.5,7.5,10.0,4.3,3.9
251,4,14,609942,3866063,4306339,1.7,9.7,6.7,1.2,6.8
252,2,6,907383,3608149,4520275,4.9,6.1,3.1,7.8,7.8
253,4,9,336555,4481676,3022996,5.2,6.9,5.5,1.2,6.1
254,12,11,579437,7310517,4428225,4.1,3.4,5.3,7.8,5.8
255,1,13,150542,4748783,2300881,3.4,6.4,9.1,7.5,4.6
256,10,8,553504,7031758,1970280,5.8,8.6,7.8,7.6,5.1
257,7,15,499593,6307638,4110268,7.6,8.0,2.0,6.4,7.3
258,2,12,843837,5333026,3835379,3.0,4.7,8.5,7.5,7.3
259,11,8,649065,7922474,3810331,6.6,6.3,3.8,6.0,5.7
260,10,2,367624,2013320,2696578,3.4,3.1,4.8,7.5,5.2
261,8,7,570335,3371151,405454,7.8,4.6,9.9,5.7,1.8
262,4,4,298756,8552577,1601115,3.9,9.3,4.5,9.4,2.2
263,5,3,593737,4064896,330877,9.4,2.6,7.2,7.0,4.6
264,16,6,655775,3615054,2947044,1.2,6.4,9.4,1.8,6.5
265,2,4,159573,8775616,3158075,9.7,8.0,9.2,1.9,7.7
266,4,14,409967,4544155,3272787,9.5,4.8,9.6,4.6,5.8
267,15,15,998749,5123627,4091135,5.7,6.9,4.4,4.0,3.5
268,15,3,651667,1501723,3669269,6.4,9.0,5.9,6.0,5.7
269,10,15,516097,804032,1087462,3.8,7.7,7.2,4.8,9.4
270,4,5,159973,6592677,1489494,4.2,3.0,2.1,7.2,3.5
271,3,14,330974,8954335,4090572,2.7,5.2,3.7,5.0,2.4
272,4,11,216110,8506126,4517708,9.8,4.8,7.6,3.2,9.0
273,15,8,871070,2286524,435366,6.0,5.7,1.2,2.4,9.5
274,2,4,606529,4555467,2548738,9.9,4.4,7.0,4.0,6.7
275,12,5,687352,8175362,1208211,9.5,9.7,1.0,1.8,6.1
276,15,16,228139,4544927,1942585,1.0,6.7,7.3,8.3,7.2
277,5,4,829282,8522314,261468,5.3,6.1,3.7,2.4,8.7
278,15,9,924804,2969172,3414519,6.5,9.2,8.1,4.8,4.2
279,1,6,876987,8655914,819485,5.4,6.8,1.9,2.1,8.4
280,12,1,536395,6593034,2669581,9.9,2.0,7.2,4.5,8.5
281,1,8,753388,1027949,1262002,7.0,5.1,9.9,9.1,4.4
282,2,6,519778,6787843,3349382,5.5,9.5,8.0,1.6,5.0
283,16,12,456224,1786801,1722332,2.0,4.6,6.9,3.5,5.1
284,10,5,632730,9588099,1898855,2.7,8.1,8.2,2.6,5.6
285,10,13,789045,3514393,4769730,1.0,8.5,5.6,4.5,1.8
286,7,13,274968,6673533,4527466,2.8,7.8,8.1,7.7,3.7
287,15,14,753707,5167879,2276590,5.5,2.4,7.9,3.7,4.7
288,9,6,363295,4325373,3515611,8.5,7.1,5.5,4.9,3.1
289,15,8,295284,9309137,681146,1.9,3.8,3.7,7.1,8.2
290,11,2,308611,6726769,1762446,5.4,4.0,5.4,8.3,1.9
291,15,3,818726,2821027,1100482,7.0,7.8,2.8,6.8,8.1
292,13,15,962629,9021901,2814137,6.2,9.2,9.2,1.4,5.2
293,15,1,468111,5343626,3992569,9.8,3.1,1.5,7.4,4.4
294,6,1,616838,7790124,2788072,8.6,4.0,7.9,5.2,9.1
295,4,1,689589,6020055,4580221,2.5,3.8,3.4,8.1,6.9
296,10,9,518469,8958720,4782224,8.4,8.9,8.1,3.2,3.7
297,3,3,554497,8165402,2195824,7.9,9.2,9.9,3.7,9.7
298,12,15,812241,7956825,4160488,9.0,5.2,8.0,1.9,3.4
299,14,4,978432,4368780,4850203,4.5,6.9,8.1,7.4,6.9
300,14,5,886937,8389737,3253723,6.9,4.1,3.5,1.9,1.6
301,8,4,917609,4836878,3689250,5.0,2.6,8.7,4.0,6.8
302,10,4,978869,8998517,2900837,2.4,3.6,9.1,9.4,6.4
303,13,9,472651,8938227,4199211,2.1,4.8,3.7,1.1,2.4
304,9,1,441065,1013311,3128377,2.6,3.8,5.0,2.8,4.3
305,6,12,400226,2222518,4999895,2.6,5.4,7.3,7.9,8.1
306,15,10,460603,1416585,3744375,8.4,6.0,5.9,2.1,3.2
307,12,2,152681,8323738,1744445,7.1,8.5,5.7,9.0,8.1
308,4,2,959932,4422954,1701229,3.7,2.6,4.4,3.7,9.5
309,6,5,994936,8223251,3985995,4.1,4.9,8.7,4.2,9.1
310,2,14,294512,5507096,3167423,7.4,7.9,9.9,6.6,5.8
311,11,12,865716,8292849,3188792,2.6,8.5,8.0,9.7,2.7
312,4,10,305407,7382374,4798240,7.2,6.4,9.7,9.6,4.2
313,7,7,387576,6816142,2241236,5.8,8.1,4.9,2.3,9.5
314,5,2,829300,4325066,3469285,5.4,5.9,1.1,7.8,2.2
315,8,9,195047,4667043,1570322,1.7,8.1,5.6,9.0,8.5
316,15,6,991418,1434502,889913,3.7,5.6,4.4,7.4,1.8
317,1,11,682912,8338483,1705716,4.6,3.5,8.8,8.7,4.3
318,6,3,664181,1192749,2942984,9.7,3.6,5.6,2.4,6.9
319,15,5,274458,3721516,3819951,7.9,6.9,8.3,8.1,6.9
320,13,3,353196,4623055,2088543,4.6,3.1,9.5,10.0,4.2
321,4,4,524105,9124336,3197526,5.2,4.7,2.6,6.0,9.1
322,12,4,533301,7491165,4475870,5.5,1.2,8.5,8.9,9.4
323,4,10,995487,7001890,294635,3.9,9.9,9.9,7.4,5.6
324,2,6,625559,1626549,884264,8.9,3.0,7.7,4.1,9.8
325,12,6,163238,4475043,1851235,2.7,9.5,5.2,8.9,2.8
326,10,6,339025,9106700,991012,7.8,6.5,8.7,6.6,1.9
327,13,5,970055,5855482,4734314,5.8,8.9,9.3,4.2,2.7
328,2,10,842391,4982467,3625210,4.5,5.9,1.3,5.1,3.3
329,9,5,521640,2552614,3192044,8.3,3.7,7.7,7.3,6.0
330,7,3,531678,7882081,4895040,9.8,5.7,2.4,2.1,4.7
331,7,7,529069,7705617,2187164,5.7,7.7,1.1,9.0,7.7
332,3,13,995383,4135444,3974421,7.0,8.2,4.5,9.4,6.1
333,2,5,325162,9921717,2460874,7.4,1.0,3.2,2.0,7.2
334,1,13,147177,8207795,2098249,8.5,9.9,3.2,8.5,9.0
335,6,9,993260,5765566,1628705,6.1,2.7,4.9,9.6,5.0
336,3,8,800683,2959623,800687,6.1,8.0,5.4,3.3,2.0
337,8,4,326071,8274631,728942,6.7,1.3,7.0,9.2,9.1
338,1,9,366271,2709696,4002528,2.2,8.3,9.1,5.2,1.7
339,16,1,146507,6503029,2844242,5.2,8.5,8.8,1.2,7.9
340,9,2,455488,6943761,4740000,2.1,5.1,7.8,6.4,9.3
341,9,14,475118,3574339,2883426,4.9,3.6,1.1,5.6,2.1
342,6,16,490745,3641869,114028,6.2,7.1,6.2,7.1,2.6
343,4,11,555986,2599256,102143,1.6,7.4,1.3,9.1,2.4
344,15,4,738713,527506,4875851,6.1,5.1,3.1,9.8,7.6
345,3,16,687821,8425019,3771449,3.5,5.2,4.9,4.5,6.9
346,12,10,381592,9995865,4146451,1.6,9.8,8.5,1.4,3.4
347,5,15,501225,2099351,447032,1.8,9.0,5.1,4.8,3.0
348,3,4,751098,7714411,4164479,9.0,1.6,9.6,9.1,1.4
349,16,6,908417,5476295,1048936,1.6,8.4,3.4,3.5,8.2
350,10,5,200160,3035651,507963,3.2,3.5,9.2,3.2,8.9
351,16,7,809344,7507350,1519007,2.3,2.1,1.4,9.3,2.0
352,14,14,970962,7841551,2619493,6.1,7.7,4.1,6.7,1.6
353,13,13,115667,5553833,4094939,1.8,1.8,3.9,5.2,4.2
354,3,10,450036,5690742,2952828,9.4,5.1,8.3,9.4,2.5
355,6,2,932240,1862655,953483,9.4,2.3,9.3,6.0,3.7
356,6,1,383537,8564756,1306974,5.7,3.1,8.8,8.1,7.8
357,14,8,521545,4453882,2873347,1.8,9.8,4.4,5.6,6.1
358,6,4,418873,7744629,2639088,2.4,5.5,8.6,9.0,5.4
359,15,11,559891,2312992,2240516,2.1,1.7,6.6,5.5,1.8
360,16,3,827069,1372146,1363612,5.1,2.4,5.2,6.0,5.0
361,12,3,802804,3586763,4437607,7.3,9.4,5.1,1.1,3.3
362,12,16,505538,4271222,4757395,6.4,3.8,7.0,7.7,6.5
363,4,7,708760,4582063,2200240,2.5,8.4,2.3,7.9,1.3
364,13,15,801469,6099354,2655246,1.7,7.4,1.3,4.9,4.1
365,12,3,779907,4563933,2790052,6.6,9.5,3.3,5.7,3.0
366,11,7,993426,6644358,3915417,2.9,6.1,4.1,4.5,5.0
367,4,9,663299,1090686,1507165,1.3,2.4,7.1,1.4,5.3
368,6,8,138757,4363437,198819,9.2,4.3,9.7,9.8,6.3
369,9,16,188550,7830429,2916920,4.7,5.2,8.4,1.6,8.5
370,3,15,539287,4055184,269565,6.0,5.4,6.5,8.3,8.8
371,1,8,920480,4228711,2716559,5.2,9.9,7.4,1.4,6.0
372,3,9,553007,6079006,1651273,5.0,2.7,8.3,7.6,4.5
373,4,14,250859,1572975,2415264,5.2,5.2,5.2,3.4,3.4
374,10,9,604812,5731989,3922734,5.9,7.2,6.9,1.7,9.0
375,16,15,610676,727656,4076377,6.2,2.1,1.6,4.7,6.6
376,8,12,770550,7961272,3271697,1.7,8.7,9.5,1.8,9.3
377,16,14,150801,5283716,3333762,5.0,8.8,7.9,9.6,6.1
