id,theme_id,category_id,start_m,investments_m,crowdfunding_m,team_idx,tech_idx,comp_idx,social_idx,demand_idx
169,5,2,5750,11500,1276,6.2,5.7,4.8,10.0,7.6
170,2,6,49000,13500,173128,1.2,6.6,6.1,6.5,2.1
171,4,7,45000,39500,106190,3.0,9.1,4.6,2.7,5.8
172,9,2,6250,19500,114292,6.8,9.0,3.8,8.2,5.3
173,2,5,23250,21500,91674,2.5,2.9,8.5,5.3,3.6
174,2,8,27000,34500,215416,5.3,2.5,5.1,9.7,2.1
175,9,2,42000,12500,230979,7.3,6.2,2.1,1.8,8.1
176,4,4,32750,38500,50638,7.5,2.1,4.5,9.7,1.2
177,9,4,45000,10500,89280,3.4,7.5,5.0,4.2,1.7
178,3,7,47500,35500,8341,7.6,4.6,5.6,8.3,5.5
179,5,8,29750,16500,2274,2.7,3.1,4.3,8.3,5.2
180,6,9,41000,3500,195959,8.1,1.2,6.3,3.1,3.8
181,9,6,45250,6500,211833,2.1,10.0,2.8,8.4,7.4
182,8,3,22500,48000,112927,4.0,6.7,6.2,5.0,1.8
183,7,1,15000,21500,197733,4.4,9.6,8.4,4.9,5.7
184,6,9,2500,13000,159106,5.1,9.3,8.7,2.1,5.8
185,6,10,19750,36500,66319,6.9,4.7,3.0,8.1,9.4
186,2,1,29750,16000,25888,2.4,6.0,6.9,4.8,1.7
187,3,4,37000,49000,228906,5.3,4.4,5.4,7.6,5.4
188,3,6,0,4000,245941,2.5,5.0,6.9,3.6,8.5
189,2,9,18250,50000,248174,7.9,7.2,7.4,1.2,6.0
190,5,5,28500,31000,64448,7.8,4.8,5.9,2.6,3.3
191,8,9,21250,11000,174438,1.8,9.4,1.5,9.7,3.1
192,2,10,27750,33000,90489,6.4,2.8,6.6,7.8,2.9
193,3,2,30750,15000,51399,9.6,3.3,5.4,1.6,1.2
194,3,8,32250,15500,217725,1.1,3.3,8.4,7.8,4.1
195,9,6,19750,48000,15392,1.1,5.5,3.4,9.7,5.5
196,8,4,33000,8000,115518,5.5,3.6,8.5,7.1,4.5
197,9,7,34750,46000,222137,8.1,3.8,2.1,9.5,8.6
198,6,7,40750,36000,38174,4.4,3.5,2.1,6.6,5.4
199,7,4,41000,16000,120975,5.9,5.3,5.2,9.4,4.0
200,2,6,29750,45500,162610,8.2,7.5,7.1,7.4,4.7
201,6,9,13750,44500,223460,9.8,6.6,2.8,5.6,8.2
202,7,7,7500,24000,177741,5.6,4.2,6.6,1.1,3.5
203,9,3,21250,21500,247873,1.4,7.1,7.9,5.1,6.0
204,2,4,12250,8500,144824,8.8,5.6,3.9,4.6,4.8
205,8,6,9500,5500,84383,3.2,5.1,7.0,6.5,3.7
206,4,2,32500,23500,243341,3.6,5.6,8.4,1.8,7.8
207,2,6,35000,6500,66748,8.8,1.2,8.5,7.1,7.5
208,7,1,6000,47500,174763,6.9,9.5,7.8,4.3,8.0
209,7,10,43750,12500,190984,3.2,2.9,7.4,6.1,6.0
210,1,6,24000,500,229984,7.4,8.3,9.8,8.1,9.8
211,2,4,250,28500,30589,7.7,3.5,3.3,8.4,1.3
212,8,2,46000,46000,178247,8.8,4.9,9.5,3.1,4.3
213,5,7,11750,38000,171781,1.9,5.4,4.8,2.1,10.0
214,2,8,1750,34000,180485,6.9,6.0,8.3,7.1,4.2
215,9,5,44250,34500,121782,2.9,7.5,5.3,2.6,4.9
216,8,7,48750,15000,45248,8.5,4.0,4.7,9.5,2.7
217,7,7,26750,14500,44786,6.5,1.9,7.9,4.6,5.1
218,3,8,47250,7000,241229,8.9,1.2,4.2,5.8,9.1
219,1,4,43750,17500,65692,8.2,4.6,7.5,6.3,7.9
220,5,1,23000,28500,130671,5.1,3.3,5.4,2.9,10.0
221,9,7,32000,16500,220634,1.7,8.4,2.6,1.1,5.8
222,4,3,24000,17000,206886,4.3,2.6,8.2,1.7,8.1
223,9,9,45250,48500,224553,3.3,6.0,7.9,2.6,7.5
224,6,9,37750,21500,158378,7.0,2.4,7.7,2.0,5.4
225,1,9,9750,37500,115391,4.1,6.2,6.6,5.3,1.4
226,9,1,15250,29500,53511,4.7,1.9,4.7,1.3,7.1
227,8,6,43000,16500,30984,9.4,9.6,6.9,8.2,6.6
228,5,6,22000,44500,113637,4.3,6.9,2.3,5.0,1.4
229,3,10,44250,11000,153936,3.7,6.9,9.7,2.2,7.9
230,3,5,26500,38000,217570,9.0,6.7,2.7,6.3,1.0
231,7,2,44750,48000,106772,2.7,7.1,5.5,7.9,2.5
232,6,8,34250,10500,33040,5.0,5.7,9.1,9.4,9.3
233,2,2,2000,9500,21884,2.0,9.8,1.4,1.6,4.6
234,5,3,26750,13000,50598,4.2,3.2,1.2,6.4,3.2
235,5,5,47000,29500,7038,1.1,8.5,8.6,6.1,1.7
236,6,4,1750,18000,33439,3.6,7.9,3.0,6.5,6.8
237,5,2,47750,4500,249359,2.7,4.2,2.2,6.2,7.4
238,1,7,30500,33000,173910,7.6,5.7,9.0,6.2,5.2
239,1,10,28500,19000,207444,1.0,7.3,7.0,2.3,9.7
240,2,3,49500,37000,130534,7.4,6.9,3.1,8.9,8.5
241,5,5,17500,28500,57798,1.5,6.9,6.0,9.8,6.7
242,1,1,49750,3000,155082,6.6,1.9,8.1,7.1,2.9
243,9,1,250,42000,207190,10.0,2.9,4.4,3.9,4.1
244,6,2,13750,3500,65224,1.7,4.3,7.1,7.0,1.3
245,6,5,36500,31000,245812,8.0,8.8,9.7,2.1,6.6
246,7,1,26000,42500,218655,9.9,1.6,8.0,8.5,6.1
247,2,10,8750,14000,163360,7.9,8.5,7.7,3.1,6.0
248,1,8,34000,41500,71829,6.7,9.8,1.6,7.1,7.8
249,7,7,23250,17000,126695,4.1,5.0,6.2,4.8,6.4
250,8,6,32500,500,193089,3.9,3.6,9.8,8.4,9.4
251,2,1,30750,44000,1213,3.6,7.2,9.4,1.2,7.8
252,1,5,1000,2500,164534,4.1,3.8,5.2,9.7,9.4
253,5,8,32750,18500,68626,5.9,2.0,6.5,6.3,3.9
254,6,7,30500,36500,17644,6.6,5.9,7.5,7.7,4.4
255,8,3,7500,6000,127671,2.3,1.4,9.8,4.4,7.3
256,9,5,12500,27500,18076,2.4,9.2,3.4,4.7,6.0
257,6,3,29000,10500,139903,6.4,7.0,2.1,4.3,5.1
258,7,1,12500,16000,171228,3.6,8.7,3.5,9.0,2.5
259,7,7,30750,24500,116623,5.8,4.4,7.2,4.0,5.5
260,4,4,35000,22500,217786,4.0,5.7,2.8,5.2,8.9
261,6,3,46250,23500,72384,1.0,3.2,9.4,5.6,9.4
262,4,7,15000,16500,154605,8.8,1.4,6.5,3.4,9.8
263,3,6,34500,40500,29037,3.9,7.3,3.2,3.8,4.6
264,7,5,21000,27000,209495,7.6,2.2,5.1,6.2,8.0
265,3,3,41500,36500,84777,6.1,4.7,4.0,8.7,2.4
266,6,1,4250,30500,149276,9.6,5.4,3.3,2.6,1.9
267,5,8,23750,34000,48141,8.3,6.8,7.4,1.4,10.0
268,9,3,16250,34000,82927,7.0,6.7,8.7,2.9,6.9
269,7,10,42000,42000,109402,4.6,4.2,4.5,5.4,2.4
270,9,5,18750,33500,234597,8.8,3.7,1.4,9.9,1.6
271,5,4,33500,37000,232801,4.2,4.6,6.4,5.7,9.0
272,6,3,41250,28000,193492,9.9,3.4,7.3,4.0,7.6
273,3,4,34250,36000,4116,8.3,3.8,1.1,4.5,3.0
274,8,2,31000,45500,166049,5.5,5.0,5.0,5.9,7.0
275,5,10,34500,14500,224704,3.5,3.8,9.8,9.1,4.0
276,8,3,23750,14000,144429,7.2,4.4,8.2,6.5,4.7
277,2,6,30500,17500,112498,4.4,8.0,6.1,6.5,3.3
278,1,10,29000,40500,233298,4.4,8.4,8.5,7.9,3.7
279,5,6,10250,47000,83070,6.3,2.0,1.4,6.1,5.0
280,3,3,36750,7000,17540,2.3,4.3,3.3,2.9,3.4
281,6,8,44250,15000,111038,3.7,1.2,6.0,7.9,5.2
282,4,6,18750,9500,155756,6.0,6.0,4.5,1.2,5.8
283,4,4,36500,24500,11200,8.0,3.1,4.5,7.9,6.1
284,9,4,15500,12000,28319,7.2,4.3,4.2,10.0,10.0
285,6,9,43000,34000,52354,8.1,2.1,3.1,6.0,9.4
286,6,3,32000,31000,221427,7.5,5.2,5.3,5.2,8.4
287,2,7,22500,25500,58724,6.3,4.8,3.6,6.2,1.7
288,5,7,39500,26500,225024,6.9,3.2,5.3,6.9,4.7
289,2,10,5750,21500,126701,6.4,4.2,1.2,4.5,8.9
290,7,2,32750,24000,138303,1.3,7.0,5.9,7.0,4.0
291,9,8,48750,20000,166618,6.9,7.9,3.5,3.5,8.2
292,1,2,13250,24000,2567,6.5,8.1,5.0,6.3,1.9
293,6,3,12000,49000,113927,2.9,7.7,8.4,6.4,7.1
294,6,7,9750,22500,183984,1.3,3.9,6.0,1.5,1.7
295,5,4,50000,46500,217392,3.2,3.1,6.3,3.5,7.6
296,3,8,17500,23000,233070,5.2,4.2,4.4,2.2,9.7
297,9,1,17750,4000,4633,9.3,8.0,2.4,6.0,8.7
298,5,3,23250,11500,236025,1.2,6.9,2.6,8.9,4.0
299,3,7,10250,35000,35908,9.4,2.4,8.8,3.8,4.7
300,8,7,3250,24500,88026,1.7,1.7,2.2,6.8,9.2
301,5,8,10000,16500,57917,3.0,7.3,9.9,8.5,9.2
302,8,5,250,47000,102014,2.1,3.5,2.7,2.3,4.9
303,9,1,45250,24000,241095,2.1,4.8,2.0,5.2,8.3
304,7,6,23500,17000,26308,5.2,7.3,1.8,7.0,8.5
305,8,1,48000,35000,125724,5.3,9.9,4.5,9.1,7.4
306,3,1,7250,11000,165249,2.2,6.1,1.7,7.6,7.1
307,2,6,250,10000,193339,1.1,5.6,6.8,4.1,9.2
308,2,10,45000,47500,203558,2.1,9.5,4.4,5.2,7.4
309,8,3,8250,45500,156383,2.8,7.0,1.6,9.9,2.7
310,8,1,43750,49000,215437,6.8,8.9,4.6,4.9,6.7
311,7,2,3750,32000,231509,1.4,9.4,3.5,5.2,2.1
312,2,6,42000,24000,1133,8.1,7.5,5.9,8.6,4.9
313,4,9,12250,36000,127101,8.4,1.3,6.5,5.3,7.2
314,6,3,24000,26000,190905,5.4,5.5,9.1,8.0,3.4
315,3,4,29500,44000,101912,3.2,2.7,1.1,9.4,1.7
316,7,1,10500,5500,164150,9.1,2.2,7.9,5.0,6.1
317,2,7,11250,17000,248249,2.5,8.0,8.2,9.6,6.8
318,8,1,13250,42000,118062,4.7,5.7,4.1,1.1,7.6
319,8,6,44500,46500,180508,5.7,2.3,3.3,4.7,1.7
320,4,8,12500,43000,42853,7.4,4.3,4.0,8.0,3.9
321,2,4,49250,9500,220124,6.4,9.6,6.6,9.4,7.1
322,8,10,1500,46500,29578,2.5,4.2,7.6,1.1,9.0
323,8,5,21000,1000,89620,7.6,2.6,9.1,6.0,4.1
324,8,6,11750,22000,159882,3.9,9.8,7.3,9.6,4.1
325,6,5,7750,20000,172042,2.6,5.0,9.2,5.0,9.3
326,8,7,31000,10000,15357,6.1,7.0,1.9,3.8,7.4
327,4,1,500,42500,200386,5.9,4.0,8.6,3.0,6.2
328,9,5,22750,0,111865,7.5,3.6,4.9,3.2,9.3
329,8,6,14000,15500,21443,3.7,1.3,4.4,8.7,3.5
330,2,6,15500,13500,189276,3.9,6.6,2.2,3.4,2.7
331,3,2,20250,8000,137780,1.6,6.7,6.5,9.3,5.0
332,1,8,22750,12500,104318,9.5,5.5,9.1,2.0,6.8
333,1,10,35250,5500,234731,5.7,7.5,9.9,3.1,8.5
334,5,8,21000,6000,196064,3.0,7.0,1.3,1.5,6.3
335,5,5,43000,36000,84185,5.3,5.2,4.8,4.9,7.2
336,9,7,30000,28000,237450,4.6,1.8,1.8,7.7,1.7
337,5,10,33000,30000,173798,5.3,7.1,5.2,9.4,2.9
338,3,8,23750,5500,215381,5.2,7.8,4.5,4.0,1.9
339,7,4,5750,50000,199904,9.5,7.2,10.0,7.7,5.2
340,4,9,33000,46500,235861,1.8,7.9,3.5,5.3,1.2
341,8,2,4250,50000,22687,3.6,7.6,1.4,9.1,2.5
342,5,3,25000,36000,51489,3.4,4.2,3.9,6.4,4.1
343,4,3,44250,8500,234742,2.9,3.0,5.6,2.3,6.0
344,6,7,3000,48000,187037,4.1,6.7,2.8,6.5,6.0
345,4,5,8000,49500,48972,9.9,1.6,7.6,2.8,5.9
346,2,3,13750,7000,59471,9.8,5.0,3.5,3.7,6.9
347,2,9,32750,36500,155293,9.9,4.9,5.9,9.5,9.2
348,2,2,4750,39000,223624,1.5,5.1,1.7,8.4,5.0
349,5,4,3250,1500,194940,6.7,4.9,4.4,3.9,3.3
350,9,7,31000,35500,226158,2.4,3.8,5.4,6.9,3.8
351,8,3,48750,15000,55827,7.2,1.0,9.0,4.5,4.0
352,6,10,35250,7000,88812,7.5,7.3,2.6,4.0,9.1
353,4,5,26000,25500,164978,6.1,1.8,9.8,9.3,8.5
354,6,3,38500,2000,175461,9.8,6.9,6.5,1.2,6.7
355,2,2,49750,16500,134308,5.7,9.9,5.5,9.8,7.1
356,1,7,19750,44500,224658,2.4,3.3,9.7,8.2,7.8
357,2,2,11500,8000,199559,9.5,6.6,3.9,4.0,7.3
358,2,10,29750,49500,196716,1.5,9.5,7.8,5.0,5.6
359,2,6,45500,20000,124642,7.8,2.7,2.9,9.2,1.8
360,2,7,46750,32500,147779,7.3,7.1,7.7,8.5,6.4
361,7,8,14250,12000,37916,8.8,6.3,4.9,1.4,4.7
362,1,4,38500,11000,43064,6.6,7.5,3.0,5.3,8.2
363,6,7,29250,26000,39784,10.0,2.7,9.5,7.8,3.0
364,3,6,42250,20000,18530,8.0,1.8,5.8,4.9,3.2
365,3,6,28750,35500,40966,7.3,3.5,8.0,1.8,6.8
366,4,9,40750,22000,147747,8.1,3.7,7.1,7.7,2.3
367,2,9,1750,40500,44153,8.9,9.6,3.1,4.7,8.9
368,9,9,28750,500,45743,4.8,9.8,9.5,1.2,1.2
369,9,1,24250,23500,175292,4.1,4.6,1.6,9.6,9.2
370,6,2,44500,47000,125024,4.7,1.0,4.7,9.3,8.8
371,7,3,29750,43500,59778,5.2,9.0,3.2,2.5,8.0
372,5,6,1750,19500,50549,7.8,2.1,8.7,3.4,5.9
373,6,8,42750,49500,153039,9.6,4.1,9.0,7.5,7.7
374,9,9,24500,9000,164911,1.6,6.8,4.1,6.3,5.0
375,4,3,19750,50000,114829,3.0,1.7,1.4,2.5,8.1
376,4,7,5250,0,239661,3.9,4.9,1.5,9.9,5.6
377,1,5,43750,9500,244187,6.9,8.1,2.1,8.6,5.8
378,1,2,44250,38500,222446,7.3,7.8,9.1,6.2,5.3
379,3,10,3750,22500,199027,2.0,3.9,3.3,5.5,5.5
380,9,3,33500,49500,239834,2.6,6.5,4.1,3.8,7.3
381,9,1,37750,10500,101778,1.4,9.7,8.7,8.3,1.7
382,7,10,5500,22500,112544,5.1,9.2,8.8,3.5,6.4
383,2,1,24750,12500,152648,5.3,7.3,4.1,3.5,7.9
384,9,2,30000,42000,153989,6.9,8.1,8.0,5.0,2.1
385,5,3,21250,47000,242990,6.3,8.4,5.6,2.9,5.5
386,3,9,35500,42000,166996,8.3,6.4,3.7,2.1,4.3
387,2,1,40000,17000,168713,2.5,5.7,9.4,7.4,1.1
388,3,7,42000,7500,12012,1.3,9.1,8.7,3.4,9.9
389,8,4,45750,14500,124951,3.5,6.3,1.4,3.0,9.0
390,6,1,40750,30000,113363,6.3,8.2,5.5,2.5,7.2
391,4,10,17000,9500,175648,8.0,8.9,7.4,4.9,4.2
392,7,4,8000,41500,96790,9.9,1.9,2.9,9.2,3.9
393,9,3,2500,27500,207141,5.3,2.3,4.8,5.1,9.0
394,8,10,21250,45500,148972,1.9,2.2,1.6,2.6,1.0
395,2,1,44250,10500,249648,8.7,6.1,2.0,7.7,6.1
396,9,7,43000,6500,150888,6.2,3.8,7.7,6.1,7.9
397,4,10,19250,47500,30945,9.6,4.8,7.4,1.4,3.3
